Actor,Peliculas,Sexo
Angel Jodrá,['Adosados'],Hombre
Angela Boj,"['Buenas Noches, dijo la Señorita Pájaro', 'Hienas']",Mujer
Angeli Van Os,['La rusa'],
Angelita Font,['Me debes un muerto'],Mujer
Angelita Navalón,['Eloísa está debajo de un almendro'],Mujer
Angie Barea,"['Kárate a muerte en Torremolinos', 'Killer Barbys']",Mujer
Angie Cepeda,"['El mal ajeno', 'Oculto', 'Una hora más en Canarias']",Mujer
Angie Gray,"['La ley del deseo', 'Matador', 'El baile del pato', 'El caballero del dragón']",Mujer
Angus Barnett,['Sabotage!!'],Hombre
Angustias Albaicín,['Violetas imperiales'],
Angy,"['Ali', 'Torrente 5: Operación Eurovegas']",
Angélica Aragón,['Todos están muertos'],Mujer
Angélica Chain,"['El alegre divorciado', 'Profesor eróticus']",Mujer
Angélica Revert,"['Muere, mi vida']",Mujer
Ania Iglesias,['El gran marciano'],Mujer
Anilú Pardo,['Hijos del viento (Entre la luz y las tinieblas)'],
Anis Doroftei,['Llenos de gracia'],Hombre
Anita Briem,['La monja'],Mujer
Anita Ekberg,"['Malenka', 'Bámbola']",Mujer
Anita Moreno,['El misterio de la Puerta del Sol'],Mujer
Anita Sinkovic,['Los novios búlgaros'],Mujer
Anitta Rock,"['Gallino, the Chicken System']",Mujer
Anmi Lamar,['El bucle de Latham'],
Ann Mitchell,['Manolete'],Mujer
Ann Perelló,"['Otel·lo (Otello)', 'Vivir y otras ficciones', 'Framed', 'Amor tóxico']",Mujer
Anna Alarcón,"['La hija de un ladrón', 'La vampira de Barcelona', 'La ofrenda', 'La niña de la comunión']",Mujer
Anna Azcona,"['Morir (o no)', 'Sévigné', 'El virus del miedo', 'A la deriva']",Mujer
Anna Barrachina,"['Tapas', 'Atlas de geografía humana']",Mujer
Anna Bertran,['H0us3'],Mujer
Anna Carné,['Todos queremos lo mejor para ella'],Mujer
Anna Casas,"['Interferències (Interferencias)', 'Nosotras', 'Paintball']",Mujer
Anna Castillo,"['Viaje al cuarto de una madre', 'La vida era eso', 'El olivo', 'Girasoles silvestres', 'Adú', 'Mediterráneo', 'Historias para no contar', 'Nowhere', 'La llamada', 'El fantástico caso del Golem', 'Promoción fantasma', 'Oro', 'Blog', 'Donde caben dos']",Mujer
Anna Coll Miller,['Los amores cobardes'],Mujer
Anna Darné,"['Crespià, the Film not the Village']",Mujer
Anna Gael,['El ángel'],Mujer
Anna Galiena,"['Jamón, jamón', 'La viuda del Capitán Estrada', 'La pistola de mi hermano', 'Cuestión de suerte', 'Vivancos 3 (Si gusta haremos las dos primeras)', 'Desafinado']",Mujer
Anna Giedronowicz,['Área de descanso'],Mujer
Anna Gonzalvo,['Vulcania'],Mujer
Anna Gras,['Ahora o nunca'],Mujer
Anna Gras-Carreño,['V.O.S. (Versión original subtitulada)'],Mujer
Anna María Aveta,['Los dinamiteros'],Mujer
Anna Massey,['Los crímenes de Oxford'],Mujer
Anna Moliner,['La ternura'],Mujer
Anna Moreno,"['Cásate conmigo, Maribel']",Mujer
Anna Otín,['Alcarràs'],Mujer
Anna Panayotova,['Los abandonados'],Mujer
Anna Paquin,['Darkness'],Mujer
Anna Pérez Moya,"[""Jusqu'ici, tout va""]",Mujer
Anna Rovira Balmanya,['Veneno que tú me dieras'],Mujer
Anna Ruiz Solera,['La casa entre los cactus'],Mujer
Anna Sahun,['Agnosia'],Mujer
Anna Simon,['Torrente 5: Operación Eurovegas'],Mujer
Anna Ycobalzeta,"['La mosquitera', 'Eskalofrío']",Mujer
Anna-Maria Ferrero,['Culpables'],
Annabel Castan,['Tros (Tierras)'],Mujer
Anne Canovas,['Eva'],Mujer
Anne Consigny,['Madre'],Mujer
Anne Francis,['El desafío de Pancho Villa'],Mujer
Anne Henry,['El túnel'],Mujer
Anne Igartiburu,"['El lápiz del carpintero', 'Suerte', 'Adiós, tiburón']",Mujer
Anne Libert,"['La maldición de Frankenstein', 'Drácula contra Frankenstein']",Mujer
Anne M. Settimó,['Noche de vino tinto'],Mujer
Anne Marie Rosier,['Fin de semana al desnudo'],Mujer
Anne Roussel,['El rey pasmado'],Mujer
Annette Badland,['La caja Kovak'],Mujer
Annick Weerts,['La vida era eso'],Mujer
Annimaija Raunio,['Cosmética Terror'],
Anny Quintas,['Ana y los lobos'],Mujer
Anselmo Duarte,['Un rayo de luz'],Hombre
Anselmo Fernández,"['Carmen, la de Triana']",Hombre
Antela Cid,['La felicidad de los perros'],
Anthony Alessandro,['Mi panadería en Brooklyn'],Hombre
Anthony Andrews,['Las adolescentes'],Hombre
Anthony Blake,['Un rey en La Habana'],Hombre
Anthony Chisholm,['Mi panadería en Brooklyn'],Hombre
Anthony Head,['Feedback'],Hombre
Anthony Perkins,['Los gusanos no llevan bufanda'],Hombre
Anthony Quinn,['Valentina. Crónica del alba. 1ª Parte'],Hombre
Anthony Rotsa,['Vampyres'],Hombre
Anthony Steffen,"['¿Quién grita venganza?', 'Garringo']",Hombre
Antipas Galán,['Reina Zanahoria'],
Antonella Murgia,['Renacer (Reborn)'],Mujer
Antoni Galera,['Tiempos de azúcar'],Hombre
Antoni Tàpies,['Nocturno 29'],Hombre
Antonia Castaño,['La espalda de Dios'],Mujer
Antonia Expósito,['Family Tour'],Mujer
Antonia Guzmán,['A cambio de nada'],Mujer
Antonia Gómez,['El mundo es nuestro'],Mujer
Antonia Herrero,['El secreto de Mónica'],Mujer
Antonia Imperio,['Camino del Rocío'],Mujer
Antonia Jung,['Flores negras'],Mujer
Antonia Payeras,['Sesión 1.16'],Mujer
Antonia Plana,"['El crimen de la calle de Bordadores', 'La corona negra', 'La señora de Fátima']",Mujer
Antonia Planas,['Siempre vuelven de madrugada'],Mujer
Antonia San Juan,"['Todo sobre mi madre', 'Piedras', 'El hoyo', 'La primera noche de mi vida', 'Ataque verbal', 'La caja', 'Asfalto', 'Octavia', 'Manolito Gafotas', 'Del lado del verano', 'Mañana es hoy', '75 días', 'Perdona bonita, pero Lucas me quería a mí', 'Desechos', 'La balsa de piedra', 'El tiempo de los monstruos', 'El fantasma de la sauna', 'El grito en el cielo']",Mujer
Antonia Torrens,['El mar'],Mujer
Antonia Zilleruelo,['El árbol magnético'],Mujer
Antonio Alfonso,['Cuando los niños vienen de Marsella'],Hombre
Antonio Almorós,"['Cuerda de presos', 'Los Palomos', 'Muerte al amanecer', 'La mies es mucha', 'La patrulla', 'La revoltosa', 'No somos ni Romeo ni Julieta', 'Venta de Vargas', 'Las alegres vampiras de Vögel']",Hombre
Antonio Andres,['Casas viejas'],Hombre
Antonio Araque,['Notas sobre un verano'],Hombre
Antonio Armet,['La malquerida'],Hombre
Antonio Bachiller,['A cambio de nada'],Hombre
Antonio Banderas,"['Mujeres al borde de un ataque de nervios', 'Dolor y gloria', 'La ley del deseo', 'La piel que habito', '¡Átame!', 'Competencia oficial', 'El caso Almería', 'Réquiem por un campesino español', 'Bajarse al moro', '27 horas', 'Los zancos', 'Matador', 'Laberinto de pasiones', 'La corte de Faraón', 'Baton Rouge', 'Two Much', 'La blanca paloma', '¡Dispara!', 'Si te dicen que caí', 'Autómata', 'Contra el viento', 'El placer de matar', 'Una mujer bajo la lluvia']",Hombre
Antonio Barber,['El misterio de la Puerta del Sol'],Hombre
Antonio Barberan,['Casas viejas'],Hombre
Antonio Barroso,"['Besos de gato', 'No digas nada']",Hombre
Antonio Bayón,['Goyescas'],Hombre
Antonio Belart,['Lisístrata'],Hombre
Antonio Bermejo,['A un dios desconocido'],Hombre
Antonio Betancourt,"['1919. Crónica del alba. 2ª Parte', 'La mujer del ministro']",Hombre
Antonio Bienvenida,"['Tarde de toros', 'La becerrada']",Hombre
Antonio Birabent,['Lisboa'],Hombre
Antonio Bofarull,['Hay un camino a la derecha'],Hombre
Antonio Braña,['El próximo otoño'],Hombre
Antonio Buero Vallejo,"['El arte de vivir', 'Llanto por un bandido']",Hombre
Antonio Buil,"['Los renglones torcidos de Dios', 'Todos los nombres de Dios', 'La ofrenda', 'Infiesto']",Hombre
Antonio Burgos,['Fulano y Mengano'],Hombre
Antonio Báez,['La estrategia del pequinés'],Hombre
Antonio Calero,['María de la O.'],Hombre
Antonio Canal,"['María Rosa', 'Valentina. Crónica del alba. 1ª Parte', 'La luna negra', 'Nobleza baturra']",Hombre
Antonio Canales,['Montoyas y Tarantos'],Hombre
Antonio Cantafora,['Supersonic Man'],Hombre
Antonio Casal,"['La torre de los siete jorobados', 'Mi calle', 'El hombre que se quiso matar', 'La ironía del dinero', 'Huella de luz', 'El fantasma y doña Juanita', 'Camarote de lujo', 'Doña Francisquita', 'Viaje sin destino', 'Botón de ancla', 'El día de los enamorados', 'Las chicas de la Cruz Roja', 'La nueva Cenicienta', 'La tonta del bote', 'Me has hecho perder el juicio']",Hombre
Antonio Casas,"['Tristana', 'Nunca pasa nada', 'Nueve cartas a Berta', 'El camino', 'El expreso de Andalucía', 'El bosque del lobo', 'Los muertos no perdonan', 'El puente de la paz', 'Correo de Indias', 'Nadie oyó gritar', 'Goyescas', 'Ama Rosa', 'Me enveneno de azules', 'El señor de La Salle', 'Inquisición', 'Teresa de Jesús', 'Brandy', 'La paz empieza nunca', 'La joven casada', 'La casa de las Chivas', 'Alba de América', 'Hasta que el matrimonio nos separe', 'El santuario no se rinde', 'Las secretarias', 'Hijos de papá', 'El ruiseñor de las cumbres', 'El desafío de Pancho Villa']",Hombre
Antonio Casco,['El monosabio'],Hombre
Antonio Castro,['Se buscan Fulmontis'],Hombre
Antonio Centeno,['Vivir y otras ficciones'],Hombre
Antonio Cifariello,['Margarita se llama mi amor'],Hombre
Antonio Cifo,"['Besos para todos', 'Hombres felices', 'Óscar. Una pasión surrealista']",Hombre
Antonio Cintado,"['Mayores con reparos', 'Carmen, la de Ronda']",Hombre
Antonio Clavo,['El baile'],Hombre
Antonio Corencia,"['La semana del asesino', 'Un hombre llamado Flor de Otoño', 'Los placeres ocultos']",Hombre
Antonio D. Olano,['Del rosa... al amarillo'],Hombre
Antonio Dechent,"['Solas', 'Cerrar los ojos', 'La voz dormida', 'El día de la bestia', 'Nadie hablará de nosotras cuando hayamos muerto', 'Smoking Room', 'El mundo es nuestro', 'Báilame el agua', 'El Lute: Camina o revienta', 'Intacto', 'Entrelobos', 'Retorno a Hansala', 'Obra 67', 'A puerta fría', 'Eres mi héroe', '7 vírgenes', 'Tiovivo c. 1950', 'El Lute II: Mañana seré libre', 'Cuando todo esté en orden', 'Poniente', 'Una pasión singular', 'Los aires difíciles', '¿Por qué se frotan las patitas?', 'Cuando dejes de quererme', 'Libertarias', 'Lope', 'Jaulas', 'Atún y chocolate', 'Secuestro', 'Alatriste', 'Justi&Cia', 'Juego de Luna', 'Escuchando a Gabriel', 'X', 'Matar al Nani', 'Miel de naranjas', 'El mejor verano de mi vida', 'El aviso', 'Carmen', 'Los Borgia', 'Sordo', 'Oro', 'Hasta que la boda nos separe', 'Arena en los bolsillos', 'Héroes de barrio', 'Operación Camarón', 'Hombre muerto no sabe vivir', 'Morirás en Chafarinas', 'Cascabel', 'Esperpentos', 'Lobo feroz', 'Malaventura', 'Besos de gato', 'Señor, dame paciencia', 'Miamor perdido', 'Fuga de cerebros 2', 'XXL', 'Clandestinos', 'Un rey en La Habana', 'La última isla', 'El último justo', 'Un mundo casi perfecto', 'El bucle de Latham', 'Los Japón', 'El refugio']",Hombre
Antonio Del Olmo,['Malasaña 32'],Hombre
Antonio Del Prete,['88'],Hombre
Antonio Drove,"['Un, dos, tres... al escondite inglés', 'El hombre de moda']",Hombre
Antonio Durán,"['Princesas', 'A Esmorga', 'Los fenómenos', 'Dhogs', 'Amador', 'Ons', 'Somos gente honrada', 'El caminante', 'El verano que vivimos', 'María Solinha', 'Teresa de Jesús', 'El menor de los males', 'El aviso', 'Canallas', 'Los muertos van deprisa', 'El pacto', 'Los cántabros', 'Que baje Dios y lo vea', 'La piedad', 'La tonta del bote']",Hombre
Antonio Díaz del Castillo,['Condenados'],Hombre
Antonio Escámez,"['Nosotros no nos mataremos con pistolas', 'Soy una buena persona']",Hombre
Antonio Espigares,['En Apatía: Secuelas del odio'],Hombre
Antonio Esquinas,['Bajo un manto de estrellas'],Hombre
Antonio Estrada,"['La espera', 'Jaulas']",Hombre
Antonio Fernández,['Los placeres ocultos'],Hombre
Antonio Ferrandis,"['Plácido', 'La escopeta nacional', 'Mi querida señorita', 'Volver a empezar', 'Réquiem por un campesino español', 'Extramuros', 'Con el viento solano', 'El amor del capitán Brando', 'Llegar a más', 'Posición avanzada', 'Parranda', 'Jarrapellejos', '¡Biba la banda!', 'El astronauta', 'Los nuevos españoles', '¡Adiós, Mimí Pompón!', 'Casi un caballero', 'Retrato de familia', 'Memorias del General Escobar', 'Miedo a salir de noche', 'El señor de La Salle', 'Leonor', 'Las viudas', '¡Vente a Alemania, Pepe!', '¡Jo, papá!', 'Fata Morgana', 'María, matrícula de Bilbao', 'Tobi', 'El virgo de Visanteta', 'Varietés', 'El calzonazos', 'El padre de la criatura', '¡Cómo está el servicio!', 'El dinero tiene miedo', 'Guapo heredero busca esposa', 'Sor Citroën', 'Vida conyugal sana', 'Un curita cañón', 'Vota a Gundisalvo', '¡Puta miseria!', 'Los pecados de una chica casi decente', 'Mi mujer es muy decente, dentro de lo que cabe', 'París bien vale una moza', 'Vente a ligar al Oeste', 'Pero... ¿en qué país vivimos?', 'La descarriada', 'Yo soy Fulana de Tal', 'Soltero y padre en la vida', 'Sex o no sex', 'Un beso en el puerto', 'No desearás la mujer de tu prójimo', 'Profesor eróticus', 'Las ibéricas F.C.']",Hombre
Antonio Ferreira,['Operación E'],Hombre
Antonio Flores,"['Colegas', 'Chechu y familia', 'Sangre y arena']",Hombre
Antonio Fornis,['El guardián del paraíso'],Hombre
Antonio Fuentes,"['¡Ay, Carmela!']",Hombre
Antonio Gades,"['Los Tarantos', 'Bodas de sangre', 'Carmen', 'El amor brujo', 'El amor brujo', 'Los días del pasado', 'Con el viento solano', 'Fortunata y Jacinta']",Hombre
Antonio Gamero,"['El bosque animado', 'Furtivos', 'El puente', 'Madrid', 'Asignatura pendiente', 'Un hombre llamado Flor de Otoño', 'Nacidas para sufrir', 'Los placeres ocultos', 'El río que nos lleva', 'La estanquera de Vallecas', 'Madregilda', 'El perro', 'Truhanes', 'Pídele cuentas al rey', 'Habla, mudita', 'Todos a la cárcel', 'Divinas palabras', 'Crimen en familia', 'El cabezota', 'Miedo a salir de noche', 'La corte de Faraón', 'Pasodoble', 'Hay que deshacer la casa', 'Manolito Gafotas', 'El hermano bastardo de Dios', 'La criatura', 'Hotel Danubio', 'La insólita y gloriosa hazaña del cipote de Archidona', 'Fuera de juego', 'Colorín colorado', 'Cómo ser infeliz y disfrutarlo', 'El Love Feroz o Cuando los hijos juegan al amor', 'El curso en que amamos a Kim Novak', '¡Que vienen los socialistas!', '¡Por fin solos!', 'El soplagaitas', 'La Lola nos lleva al huerto', 'Las locuras de Parchís', 'Trileros', '¡¡¡A tope!!!', 'País, S.A.', 'Los caraduros', 'La mujer del juez', 'La marcha verde', 'Aquí el que no corre, vuela', 'Sevilla Connection']",Hombre
Antonio Gandía,"['Los que no fuimos a la guerra', 'El pequeño coronel']",Hombre
Antonio García Barbeito,['Los hijos de San Luis'],Hombre
Antonio García Quijada,"['La vida alrededor', 'Esa pareja feliz', 'El malvado Carabel', 'Fulano y Mengano']",Hombre
Antonio Garisa,"['La venganza de Don Mendo', 'El indulto', 'El grano de mostaza', 'Los ladrones somos gente honrada', 'La cesta', 'El Tigre de Chamberí', 'Historias de la televisión', 'Un día perdido', 'El gafe', 'El hombre que se quiso matar', 'El diablo toca la flauta', 'De camisa vieja a chaqueta nueva', 'Casa Flora', 'La batalla del domingo', 'Las autonosuyas', 'El arte de casarse', 'Hijos de papá', '...Y al tercer año, resucitó', 'Me debes un muerto', 'Cristóbal Colón, de oficio... descubridor', 'El secreto inconfesable de un chico bien', 'El marino de los puños de oro', '¿Dónde estará mi niño?', 'Torrejón City', 'Vamos por la parejita', 'Cuando los niños vienen de Marsella', 'Préstamela esta noche', 'Los extremeños se tocan', 'Le llamaban J.R.']",Hombre
Antonio Garrido,"['Zona hostil', 'Camarón', 'La playa de los ahogados', 'La chispa de la vida', 'El camino de los ingleses', 'Diario de una ninfómana', '7 minutos', 'Mamá no enRedes', 'Fin', 'Sólo para dos']",Hombre
Antonio Gasset,['Arrebato'],Hombre
Antonio Gavilán,['El cochecito'],Hombre
Antonio Gil,"['Lluvia en los zapatos', 'La mula']",Hombre
Antonio Gonzalo,['El puente'],Hombre
Antonio González 'El Pescaílla',"['Venta de Vargas', 'María de la O']",Hombre
Antonio Gradoli,"['La máscara de Scaramouche', 'El Zorro justiciero']",Hombre
Antonio Guerrero,['Contra el viento'],Hombre
Antonio Gálvez,['Feroz'],Hombre
Antonio Heredia,['Carmen y Lola'],Hombre
Antonio Hortelano,"['Venus', 'Cosa de brujas', 'La final', 'Desde que amanece apetece', 'El seductor', 'La sal de la vida', 'Más de mil cámaras velan por tu seguridad', 'No te fallaré', 'Diario de una becaria']",Hombre
Antonio Iranzo,"['¿Quién puede matar a un niño?', 'La piel quemada', 'Condenados a vivir', 'Réquiem por un campesino español', 'Los días del pasado', 'Los placeres ocultos', 'Los pájaros de Baden-Baden', 'La estanquera de Vallecas', 'La regenta', 'Inquisición', 'Los cántabros']",Hombre
Antonio Jiménez Escribano,"['Miss Muerte', 'La cesta', 'La marca del hombre lobo', '¿Dónde vas triste de ti?']",Hombre
Antonio Lagares,['Lobos de Arga'],Hombre
Antonio Lara,"['Azaña, cuatro días de julio']",Hombre
Antonio Malonda,"['Con uñas y dientes', 'La revoltosa']",Hombre
Antonio Maroño,"['La orgía', 'La caliente niña Julieta']",Hombre
Antonio Martelo,['No somos ni Romeo ni Julieta'],Hombre
Antonio Mayans,"['El perro', 'Vacaciones para Ivette', 'Último deseo', 'Una libélula para cada muerto', 'Vaya luna de miel', 'Los cántabros', 'Trauma', 'La querida', 'El secreto inconfesable de un chico bien', 'La mansión de los muertos vivientes', 'Las chicas del tanga', 'Juventud drogada', 'Macumba sexual', 'Parada en el Infierno', 'La tumba de los muertos vivientes', 'Wax', 'Gemidos de placer', 'Canción triste de...', 'Vampyres', 'Empusa', 'Al Pereira vs. the Alligator Ladies']",Hombre
Antonio Medina,"['La Celestina', 'Trileros', 'Cuando Almanzor perdió el tambor']",Hombre
Antonio Meléndez Peso,"['Bajo un manto de estrellas', 'Cosmética Terror']",Hombre
Antonio Mesquita,['El invierno en Lisboa'],Hombre
Antonio Mingote,['Los que tocan el piano'],Hombre
Antonio Molero,"['Eso', 'Un buen día lo tiene cualquiera', 'Águila roja. La película', 'El mundo alrededor', 'Se buscan Fulmontis', 'Gente de mala calidad', 'La daga de Rasputín']",Hombre
Antonio Molina,"['La hija de Juan Simón', 'Esa voz es una mina', 'El pescador de coplas', 'El cristo de los faroles']",Hombre
Antonio Molino Rojo,"['El lazarillo de Tormes', 'Los muertos no perdonan', 'Viaje al más allá', 'La otra vida del capitán Contreras', 'Un rayo de luz', 'Los violadores del amanecer']",Hombre
Antonio Morales,"['Lola, la película']",Hombre
Antonio Moreno,"['María de la O.', 'Loca juventud']",Hombre
Antonio Mourelos,"['El desconocido', 'Pradolongo']",Hombre
Antonio Murillo,"['Un enredo de familia', 'Boda accidentada']",Hombre
Antonio Muñoz Molina,"['El cielo abierto', 'Plenilunio']",Hombre
Antonio Muñoz de Mesa,['La suerte dormida'],Hombre
Antonio Naharro,"['Yo, también']",Hombre
Antonio Navarro,['After'],Hombre
Antonio Onetti,['Operación E'],Hombre
Antonio Ordóñez,['La becerrada'],Hombre
Antonio Orengo,['¡Arriba Hazaña!'],Hombre
Antonio Ozores,"['El último caballo', 'La hora incógnita', 'Los tramposos', 'Los ladrones somos gente honrada', 'El guardián del paraíso', 'Historias de la televisión', 'Un día perdido', 'El puente de la paz', 'El fotogénico', 'El astronauta', 'Manolo guardia urbano', 'Tenemos 18 años', 'Yo hice a Roque III', 'La pandilla de los once', 'El turismo es un gran invento', 'Fin de semana', 'El aprendiz de malo', 'Todos al suelo', 'Es peligroso casarse a los 60', 'Estoy hecho un chaval', 'Los económicamente débiles', 'Los bingueros', 'Suspendido en sinvergüenza', 'Ana dice sí', 'Las dos y media... y veneno', 'Al este del oeste', 'Los liantes', 'Trampa para Catalina', 'Venta por pisos', 'Los energéticos', 'Viaje de novios', 'Cómo casarse en siete días', 'Fin de semana al desnudo', '40 grados a la sombra', '¡Esto es un atraco!', 'El liguero mágico', 'Operación cabaretera', '¡Que vienen los socialistas!', 'Señora doctor', '15 bajo la lona', 'Hoy como ayer', 'El rollo de septiembre', 'Alcalde por elección', 'El apolítico', 'Dos chicas de revista', 'El currante', 'Un rolls para Hipólito', '¡Qué tía la C.I.A.!', 'Chica para todo', 'Juicio de faldas', 'Agítese antes de usarla', 'Los ases buscan la paz', 'Manolo, la nuit', 'Celedonio y yo somos así', 'El hijo del cura', 'Cuatro noches de boda', 'Un genio en apuros', 'Dormir y ligar: todo es empezar', 'El soplagaitas', 'Cuatro mujeres y un lío', 'La loca historia de los tres mosqueteros', 'Después de los nueve meses', 'La hermana San Sulpicio', 'Brujas mágicas', 'Queremos un hijo tuyo', 'El erótico enmascarado', '¡No hija, no!', 'La llamaban la madrina', 'La Lola nos lleva al huerto', 'El recomendado', 'Operación Mata Hari', 'El cura ya tiene hijo', 'Cuentos de las sábanas blancas', 'Objetivo: BI-KI-NI', 'La graduada', 'Susana', 'La descarriada', 'Los presuntos', 'Los autonómicos', 'El pan debajo del brazo', 'Disparate nacional', 'El apartamento de la tentación', 'Tío, ¿de verdad vienen de París?', 'Hacienda somos casi todos', 'Si Fulano fuese Mengano', 'Los caraduros', 'Saeta rubia', 'Veneno que tú me dieras', 'Mayordomo para todo', 'Ya no va más', 'El reprimido', 'Capullito de alhelí', 'Esto sí se hace', 'Un día con Sergio', 'A mí las mujeres ni fu, ni fa', 'Cuando Almanzor perdió el tambor', 'Tres suecas para tres Rodríguez', 'Los obsexos', 'Pelotazo nacional', 'Canción triste de...', 'El equipo Aahhgg']",Hombre
